Vftable	Methods	Flags	Type	Hierarchy
014C2F40	21	M	PotionSystem	PotionSystem: ComponentUpdator<PotionComponent,PotionSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener, MessageListener<PotionComponent,Message_ThrowItem>, IMessageHandler<Message_ThrowItem>;
014C2FAC	2	M	PotionSystem	SGF::IEventListener: MessageListener<PotionComponent,Message_ThrowItem>, IMessageHandler<Message_ThrowItem>;
014C2FBC	3	M	PotionSystem	MessageListener<PotionComponent,Message_ThrowItem>: IMessageHandler<Message_ThrowItem>;
014C2D30	14		PotionComponent	PotionComponent: SGF::Component, ceng::IConfigBase;
014DD714	2		PostFx	PostFx: ceng::IHotloaderListener;
014C2CB4	21	M	PositionSeedSystem	PositionSeedSystem: ComponentUpdator<PositionSeedComponent,PositionSeedSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014C2D20	2	M	PositionSeedSystem	SGF::IEventListener: 
014C2BD4	14		PositionSeedComponent	PositionSeedComponent: SGF::Component, ceng::IConfigBase;
014B09B8	14		PlayerStatsComponent	PlayerStatsComponent: SGF::Component, ceng::IConfigBase;
014C2AD0	21	M	PlayerCollisionSystem	PlayerCollisionSystem: ComponentUpdator<PlayerCollisionComponent,PlayerCollisionSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014C2B3C	2	M	PlayerCollisionSystem	SGF::IEventListener: 
014C293C	14		PlayerCollisionComponent	PlayerCollisionComponent: SGF::Component, ceng::IConfigBase;
014C26A8	21	M	PlatformShooterPlayerSystem	PlatformShooterPlayerSystem: ComponentUpdator<PlatformShooterPlayerComponent,PlatformShooterPlayerSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener, MessageListener<PlatformShooterPlayerComponent,Message_CameraShake>, IMessageHandler<Message_CameraShake>, MessageListener<PlatformShooterPlayerComponent,Message_DamageReceived>, IMessageHandler<Message_DamageReceived>, MessageListener<PlatformShooterPlayerComponent,Message_NamedEvent>, IMessageHandler<Message_NamedEvent>;
014C2714	2	M	PlatformShooterPlayerSystem	SGF::IEventListener: MessageListener<PlatformShooterPlayerComponent,Message_CameraShake>, IMessageHandler<Message_CameraShake>, MessageListener<PlatformShooterPlayerComponent,Message_DamageReceived>, IMessageHandler<Message_DamageReceived>, MessageListener<PlatformShooterPlayerComponent,Message_NamedEvent>, IMessageHandler<Message_NamedEvent>;
014C2724	3	M	PlatformShooterPlayerSystem	MessageListener<PlatformShooterPlayerComponent,Message_CameraShake>: IMessageHandler<Message_CameraShake>, MessageListener<PlatformShooterPlayerComponent,Message_DamageReceived>, IMessageHandler<Message_DamageReceived>, MessageListener<PlatformShooterPlayerComponent,Message_NamedEvent>, IMessageHandler<Message_NamedEvent>;
014C2738	3	M	PlatformShooterPlayerSystem	MessageListener<PlatformShooterPlayerComponent,Message_DamageReceived>: IMessageHandler<Message_DamageReceived>, MessageListener<PlatformShooterPlayerComponent,Message_NamedEvent>, IMessageHandler<Message_NamedEvent>;
014C274C	3	M	PlatformShooterPlayerSystem	MessageListener<PlatformShooterPlayerComponent,Message_NamedEvent>: IMessageHandler<Message_NamedEvent>;
014A2D5C	14		PlatformShooterPlayerComponent	PlatformShooterPlayerComponent: SGF::Component, ceng::IConfigBase;
014C2558	21	M	PixelSpriteSystem	PixelSpriteSystem: ComponentUpdator<PixelSpriteComponent,PixelSpriteSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014C25C4	2	M	PixelSpriteSystem	SGF::IEventListener: 
014C2218	14		PixelSpriteComponent	PixelSpriteComponent: SGF::Component, ceng::IConfigBase;
014DD68C	27		PixelSprite	PixelSprite: as::Sprite, as::DisplayObjectContainer, as::EventDispatcher, as::Object;
014C219C	21	M	PixelSceneSystem	PixelSceneSystem: ComponentUpdator<PixelSceneComponent,PixelSceneSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014C2208	2	M	PixelSceneSystem	SGF::IEventListener: 
014C1E4C	14		PixelSceneComponent	PixelSceneComponent: SGF::Component, ceng::IConfigBase;
014ACDB0	21	M	PhysicsThrowableSystem	PhysicsThrowableSystem: ComponentUpdator<PhysicsThrowableComponent,PhysicsThrowableSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener, MessageListener<PhysicsThrowableComponent,Message_ItemPickUp>, IMessageHandler<Message_ItemPickUp>;
014ACE1C	2	M	PhysicsThrowableSystem	SGF::IEventListener: MessageListener<PhysicsThrowableComponent,Message_ItemPickUp>, IMessageHandler<Message_ItemPickUp>;
014ACE2C	3	M	PhysicsThrowableSystem	MessageListener<PhysicsThrowableComponent,Message_ItemPickUp>: IMessageHandler<Message_ItemPickUp>;
014ACBAC	14		PhysicsThrowableComponent	PhysicsThrowableComponent: SGF::Component, ceng::IConfigBase;
014C101C	14		PhysicsShapeComponent	PhysicsShapeComponent: SGF::Component, ceng::IConfigBase;
014B1E18	21	M	PhysicsRagdollSystem	PhysicsRagdollSystem: ComponentUpdator<PhysicsRagdollComponent,PhysicsRagdollSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014B1E84	2	M	PhysicsRagdollSystem	SGF::IEventListener: 
014B1BE8	14		PhysicsRagdollComponent	PhysicsRagdollComponent: SGF::Component, ceng::IConfigBase;
014C1AEC	21	M	PhysicsPickUpSystem	PhysicsPickUpSystem: ComponentUpdator<PhysicsPickUpComponent,PhysicsPickUpSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener, grid::PhysicsDestructionListener;
014C1B58	2	M	PhysicsPickUpSystem	SGF::IEventListener: grid::PhysicsDestructionListener;
014C1B68	3	M	PhysicsPickUpSystem	grid::PhysicsDestructionListener: 
014C1968	14		PhysicsPickUpComponent	PhysicsPickUpComponent: SGF::Component, ceng::IConfigBase;
014C18C8	21	M	PhysicsJointSystem	PhysicsJointSystem: ComponentUpdator<PhysicsJointComponent,PhysicsJointSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener, grid::PhysicsDestructionListener;
014C1934	2	M	PhysicsJointSystem	SGF::IEventListener: grid::PhysicsDestructionListener;
014C1944	3	M	PhysicsJointSystem	grid::PhysicsDestructionListener: 
014C11E4	14		PhysicsJointComponent	PhysicsJointComponent: SGF::Component, ceng::IConfigBase;
014AB3BC	14		PhysicsImageShapeComponent	PhysicsImageShapeComponent: SGF::Component, ceng::IConfigBase;
014AFD10	21	M	PhysicsBodySystem	PhysicsBodySystem: ComponentUpdator<PhysicsBodyComponent,PhysicsBodySystem,1>, SGF::ComponentUpdatorBase, SGF::IEventListener, grid::PhysicsDestructionListener, MessageListener<PhysicsBodyComponent,Message_Death>, IMessageHandler<Message_Death>, MessageListener<PhysicsBodyComponent,Message_PhysicsBodyDestroyed>, IMessageHandler<Message_PhysicsBodyDestroyed>, MessageListener<PhysicsBodyComponent,Message_ThrowItem>, IMessageHandler<Message_ThrowItem>;
014AFD7C	2	M	PhysicsBodySystem	SGF::IEventListener: grid::PhysicsDestructionListener, MessageListener<PhysicsBodyComponent,Message_Death>, IMessageHandler<Message_Death>, MessageListener<PhysicsBodyComponent,Message_PhysicsBodyDestroyed>, IMessageHandler<Message_PhysicsBodyDestroyed>, MessageListener<PhysicsBodyComponent,Message_ThrowItem>, IMessageHandler<Message_ThrowItem>;
014AFD8C	3	M	PhysicsBodySystem	grid::PhysicsDestructionListener: MessageListener<PhysicsBodyComponent,Message_Death>, IMessageHandler<Message_Death>, MessageListener<PhysicsBodyComponent,Message_PhysicsBodyDestroyed>, IMessageHandler<Message_PhysicsBodyDestroyed>, MessageListener<PhysicsBodyComponent,Message_ThrowItem>, IMessageHandler<Message_ThrowItem>;
014AFDA0	3	M	PhysicsBodySystem	MessageListener<PhysicsBodyComponent,Message_Death>: IMessageHandler<Message_Death>, MessageListener<PhysicsBodyComponent,Message_PhysicsBodyDestroyed>, IMessageHandler<Message_PhysicsBodyDestroyed>, MessageListener<PhysicsBodyComponent,Message_ThrowItem>, IMessageHandler<Message_ThrowItem>;
014AFDB4	3	M	PhysicsBodySystem	MessageListener<PhysicsBodyComponent,Message_PhysicsBodyDestroyed>: IMessageHandler<Message_PhysicsBodyDestroyed>, MessageListener<PhysicsBodyComponent,Message_ThrowItem>, IMessageHandler<Message_ThrowItem>;
014AFDC8	3	M	PhysicsBodySystem	MessageListener<PhysicsBodyComponent,Message_ThrowItem>: IMessageHandler<Message_ThrowItem>;
014A465C	14		PhysicsBodyComponent	PhysicsBodyComponent: SGF::Component, ceng::IConfigBase;
014C17BC	21	M	PhysicsBodyCollisionDamageSystem	PhysicsBodyCollisionDamageSystem: ComponentUpdator<PhysicsBodyCollisionDamageComponent,PhysicsBodyCollisionDamageSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener, MessageListener<PhysicsBodyCollisionDamageComponent,Message_PhysicsBodyCollision>, IMessageHandler<Message_PhysicsBodyCollision>;
014C1828	2	M	PhysicsBodyCollisionDamageSystem	SGF::IEventListener: MessageListener<PhysicsBodyCollisionDamageComponent,Message_PhysicsBodyCollision>, IMessageHandler<Message_PhysicsBodyCollision>;
014C1838	3	M	PhysicsBodyCollisionDamageSystem	MessageListener<PhysicsBodyCollisionDamageComponent,Message_PhysicsBodyCollision>: IMessageHandler<Message_PhysicsBodyCollision>;
014BB734	14		PhysicsBodyCollisionDamageComponent	PhysicsBodyCollisionDamageComponent: SGF::Component, ceng::IConfigBase;
014C0F0C	21	M	PhysicsAISystem	PhysicsAISystem: ComponentUpdator<PhysicsAIComponent,PhysicsAISystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener, MessageListener<PhysicsAIComponent,Message_DamageReceived>, IMessageHandler<Message_DamageReceived>;
014C0F78	2	M	PhysicsAISystem	SGF::IEventListener: MessageListener<PhysicsAIComponent,Message_DamageReceived>, IMessageHandler<Message_DamageReceived>;
014C0F88	3	M	PhysicsAISystem	MessageListener<PhysicsAIComponent,Message_DamageReceived>: IMessageHandler<Message_DamageReceived>;
014B24BC	14		PhysicsAIComponent	PhysicsAIComponent: SGF::Component, ceng::IConfigBase;
014C0BC0	21	M	PathFindingSystem	PathFindingSystem: ComponentUpdator<PathFindingComponent,PathFindingSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014C0C2C	2	M	PathFindingSystem	SGF::IEventListener: 
014A6428	17		PathFindingLogic_RandomMove	PathFindingLogic_RandomMove: PathFindingLogic;
014AD358	17		PathFindingLogic_None	PathFindingLogic_None: PathFindingLogic;
014A64D8	17		PathFindingLogic_MoveNearTarget	PathFindingLogic_MoveNearTarget: PathFindingLogic;
014A6378	17		PathFindingLogic_Goto	PathFindingLogic_Goto: PathFindingLogic;
014A6588	17		PathFindingLogic_EscapingPrey	PathFindingLogic_EscapingPrey: PathFindingLogic;
014A6530	17		PathFindingLogic_Escaping	PathFindingLogic_Escaping: PathFindingLogic;
014A6480	17		PathFindingLogic_Default	PathFindingLogic_Default: PathFindingLogic;
014A6638	17		PathFindingLogic_Charmed	PathFindingLogic_Charmed: PathFindingLogic;
014A65E0	17		PathFindingLogic_Burning	PathFindingLogic_Burning: PathFindingLogic;
014A63D0	17		PathFindingLogic_Attacking	PathFindingLogic_Attacking: PathFindingLogic;
014A6320	17		PathFindingLogic	PathFindingLogic: 
014C0E00	21	M	PathFindingGridMarkerSystem	PathFindingGridMarkerSystem: ComponentUpdator<PathFindingGridMarkerComponent,PathFindingGridMarkerSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014C0E6C	2	M	PathFindingGridMarkerSystem	SGF::IEventListener: 
014C0C54	14		PathFindingGridMarkerComponent	PathFindingGridMarkerComponent: SGF::Component, ceng::IConfigBase;
014AAAE8	14		PathFindingComponent	PathFindingComponent: SGF::Component, ceng::IConfigBase;
014C0AEC	2		ParticleEmitter_AnimationCache	struct ParticleEmitter_AnimationCache: ceng::IHotloaderListener;
014AFF94	21	M	ParticleEmitterSystem	ParticleEmitterSystem: ComponentUpdator<ParticleEmitterComponent,ParticleEmitterSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014B0000	2	M	ParticleEmitterSystem	SGF::IEventListener: 
014A98F0	14		ParticleEmitterComponent	ParticleEmitterComponent: SGF::Component, ceng::IConfigBase;
014DCEBC	27		ParticleEffects	ParticleEffects: as::Sprite, as::DisplayObjectContainer, as::EventDispatcher, as::Object;
014BC1E8	21	M	OrbSystem	OrbSystem: ComponentUpdator<OrbComponent,OrbSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener, MessageListener<OrbComponent,Message_ItemPickUp>, IMessageHandler<Message_ItemPickUp>;
014BC254	2	M	OrbSystem	SGF::IEventListener: MessageListener<OrbComponent,Message_ItemPickUp>, IMessageHandler<Message_ItemPickUp>;
014BC264	3	M	OrbSystem	MessageListener<OrbComponent,Message_ItemPickUp>: IMessageHandler<Message_ItemPickUp>;
014BC0C4	14		OrbComponent	OrbComponent: SGF::Component, ceng::IConfigBase;
014C0A2C	21	M	NinjaRopeSystem	NinjaRopeSystem: ComponentUpdator<NinjaRopeComponent,NinjaRopeSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014C0A98	2	M	NinjaRopeSystem	SGF::IEventListener: 
014C0928	14		NinjaRopeComponent	NinjaRopeComponent: SGF::Component, ceng::IConfigBase;
014C08AC	21	M	MusicEnergyAffectorSystem	MusicEnergyAffectorSystem: ComponentUpdator<MusicEnergyAffectorComponent,MusicEnergyAffectorSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014C0918	2	M	MusicEnergyAffectorSystem	SGF::IEventListener: 
014C05DC	14		MusicEnergyAffectorComponent	MusicEnergyAffectorComponent: SGF::Component, ceng::IConfigBase;
014C0350	21	M	MoveToSurfaceOnCreateSystem	MoveToSurfaceOnCreateSystem: ComponentUpdator<MoveToSurfaceOnCreateComponent,MoveToSurfaceOnCreateSystem,0>, SGF::ComponentUpdatorBase, SGF::IEventListener;
014C03BC	2	M	MoveToSurfaceOnCreateSystem	SGF::IEventListener: 
014C021C	14		MoveToSurfaceOnCreateComponent	MoveToSurfaceOnCreateComponent: SGF::Component, ceng::IConfigBase;
014E1974	4	M	MouseOverUtility	MouseOverUtility: poro::IMouseListener, as::Sprite, as::DisplayObjectContainer, as::EventDispatcher, as::Object;
014E198C	27	M	MouseOverUtility	as::Sprite: as::DisplayObjectContainer, as::EventDispatcher, as::Object;
0149A77C	9		Message_VisitedNewBiome	Message_VisitedNewBiome: GenericMessage, IMessage;
0149ADA8	9		Message_UseItem	Message_UseItem: GenericMessage, IMessage;
0149ACC4	9		Message_ThrowableItemUsed	Message_ThrowableItemUsed: GenericMessage, IMessage;
0149AD28	9		Message_ThrowItem	Message_ThrowItem: GenericMessage, IMessage;
0149AF7C	9		Message_Teleported	Message_Teleported: GenericMessage, IMessage;
0149AB54	9		Message_Shot	Message_Shot: GenericMessage, IMessage;
0149AEC8	9		Message_PressurePlateChange	Message_PressurePlateChange: GenericMessage, IMessage;
014D6440	9		Message_PlayerSpawned	Message_PlayerSpawned: GenericMessage, IMessage;
014D63DC	9		Message_PlayerDied	Message_PlayerDied: GenericMessage, IMessage;
0149A83C	9		Message_PhysicsBodyModified	Message_PhysicsBodyModified: GenericMessage, IMessage;
0149AA9C	9		Message_PhysicsBodyDestroyed	Message_PhysicsBodyDestroyed: GenericMessage, IMessage;
0149A960	9		Message_PhysicsBodyCollision	Message_PhysicsBodyCollision: GenericMessage, IMessage;
0149AF28	9		Message_NamedEvent	Message_NamedEvent: GenericMessage, IMessage;
0149A6F8	9		Message_MoveItem	Message_MoveItem: GenericMessage, IMessage;
0149B070	9		Message_MaterialAreaCheckerSuccess	Message_MaterialAreaCheckerSuccess: GenericMessage, IMessage;
0149AFF8	9		Message_MaterialAreaCheckerFailed	Message_MaterialAreaCheckerFailed: GenericMessage, IMessage;
0149A220	9		Message_KilledSomeone	Message_KilledSomeone: GenericMessage, IMessage;
0149ABAC	9		Message_Kick	Message_Kick: GenericMessage, IMessage;
0149A7F4	9		Message_ItemUnlock	Message_ItemUnlock: GenericMessage, IMessage;
0149A6B0	9		Message_ItemPickUp	Message_ItemPickUp: GenericMessage, IMessage;
0149A460	9		Message_ItemAllowedToPickUp	Message_ItemAllowedToPickUp: GenericMessage, IMessage;
0149A368	9		Message_ItemAboutToBeEaten	Message_ItemAboutToBeEaten: GenericMessage, IMessage;
0149AE24	9		Message_InhaledMaterial	Message_InhaledMaterial: GenericMessage, IMessage;
0149AE78	9		Message_IngestedMaterial	Message_IngestedMaterial: GenericMessage, IMessage;
0149A298	9		Message_GameLog	Message_GameLog: GenericMessage, IMessage;
014D6394	9		Message_Explosion	Message_Explosion: GenericMessage, IMessage;
0149B0CC	9		Message_ElectricityReceiverSwitched	Message_ElectricityReceiverSwitched: GenericMessage, IMessage;
0149A1A4	9		Message_Death	Message_Death: GenericMessage, IMessage;
0149A118	9		Message_DamageReceived	Message_DamageReceived: GenericMessage, IMessage;
01499FAC	9		Message_DamageAboutToBeReceived	Message_DamageAboutToBeReceived: GenericMessage, IMessage;
01499F3C	9		Message_DamageAboutToBeApplied	Message_DamageAboutToBeApplied: GenericMessage, IMessage;
01499BA8	9		Message_CollisionWithCell	Message_CollisionWithCell: GenericMessage, IMessage;
0149AC64	9		Message_CollisionTriggerTimerFinished	Message_CollisionTriggerTimerFinished: GenericMessage, IMessage;
0149ABFC	9		Message_CollisionTriggerHit	Message_CollisionTriggerHit: GenericMessage, IMessage;
014D6340	9		Message_CameraShake	Message_CameraShake: GenericMessage, IMessage;
014D36A8	1		MessageSender	MessageSender: 
014B9298	3		MessageListener<WorldStateComponent,Message_PlayerDied>	MessageListener<WorldStateComponent,Message_PlayerDied>: IMessageHandler<Message_PlayerDied>;
014AE518	3		MessageListener<VerletPhysicsComponent,Message_Teleported>	MessageListener<VerletPhysicsComponent,Message_Teleported>: IMessageHandler<Message_Teleported>;
014C5478	3		MessageListener<TorchComponent,Message_ThrowableItemUsed>	MessageListener<TorchComponent,Message_ThrowableItemUsed>: IMessageHandler<Message_ThrowableItemUsed>;
014BFC30	3		MessageListener<SpriteStainsComponent,Message_DamageReceived>	MessageListener<SpriteStainsComponent,Message_DamageReceived>: IMessageHandler<Message_DamageReceived>;
014A3134	3		MessageListener<ProjectileComponent,Message_ThrowItem>	MessageListener<ProjectileComponent,Message_ThrowItem>: IMessageHandler<Message_ThrowItem>;
014C2F2C	3		MessageListener<PotionComponent,Message_ThrowItem>	MessageListener<PotionComponent,Message_ThrowItem>: IMessageHandler<Message_ThrowItem>;
014C2694	3		MessageListener<PlatformShooterPlayerComponent,Message_NamedEvent>	MessageListener<PlatformShooterPlayerComponent,Message_NamedEvent>: IMessageHandler<Message_NamedEvent>;
014C2680	3		MessageListener<PlatformShooterPlayerComponent,Message_DamageReceived>	MessageListener<PlatformShooterPlayerComponent,Message_DamageReceived>: IMessageHandler<Message_DamageReceived>;
014C266C	3		MessageListener<PlatformShooterPlayerComponent,Message_CameraShake>	MessageListener<PlatformShooterPlayerComponent,Message_CameraShake>: IMessageHandler<Message_CameraShake>;
014ACD9C	3		MessageListener<PhysicsThrowableComponent,Message_ItemPickUp>	MessageListener<PhysicsThrowableComponent,Message_ItemPickUp>: IMessageHandler<Message_ItemPickUp>;
014AFCFC	3		MessageListener<PhysicsBodyComponent,Message_ThrowItem>	MessageListener<PhysicsBodyComponent,Message_ThrowItem>: IMessageHandler<Message_ThrowItem>;
014AFCE8	3		MessageListener<PhysicsBodyComponent,Message_PhysicsBodyDestroyed>	MessageListener<PhysicsBodyComponent,Message_PhysicsBodyDestroyed>: IMessageHandler<Message_PhysicsBodyDestroyed>;
014AFCC4	3		MessageListener<PhysicsBodyComponent,Message_Death>	MessageListener<PhysicsBodyComponent,Message_Death>: IMessageHandler<Message_Death>;
014C17A8	3		MessageListener<PhysicsBodyCollisionDamageComponent,Message_PhysicsBodyCollision>	MessageListener<PhysicsBodyCollisionDamageComponent,Message_PhysicsBodyCollision>: IMessageHandler<Message_PhysicsBodyCollision>;
014C0EF8	3		MessageListener<PhysicsAIComponent,Message_DamageReceived>	MessageListener<PhysicsAIComponent,Message_DamageReceived>: IMessageHandler<Message_DamageReceived>;
014BC1D4	3		MessageListener<OrbComponent,Message_ItemPickUp>	MessageListener<OrbComponent,Message_ItemPickUp>: IMessageHandler<Message_ItemPickUp>;
014BB508	3		MessageListener<MaterialInventoryComponent,Message_PhysicsBodyDestroyed>	MessageListener<MaterialInventoryComponent,Message_PhysicsBodyDestroyed>: IMessageHandler<Message_PhysicsBodyDestroyed>;
014BB51C	3		MessageListener<MaterialInventoryComponent,Message_Kick>	MessageListener<MaterialInventoryComponent,Message_Kick>: IMessageHandler<Message_Kick>;
014BB4E0	3		MessageListener<MaterialInventoryComponent,Message_Death>	MessageListener<MaterialInventoryComponent,Message_Death>: IMessageHandler<Message_Death>;
014BB4F4	3		MessageListener<MaterialInventoryComponent,Message_DamageReceived>	MessageListener<MaterialInventoryComponent,Message_DamageReceived>: IMessageHandler<Message_DamageReceived>;
014B6730	3		MessageListener<LuaComponent,Message_ThrowItem>	MessageListener<LuaComponent,Message_ThrowItem>: IMessageHandler<Message_ThrowItem>;
014B664C	3		MessageListener<LuaComponent,Message_Shot>	MessageListener<LuaComponent,Message_Shot>: IMessageHandler<Message_Shot>;
014B66C0	3		MessageListener<LuaComponent,Message_PressurePlateChange>	MessageListener<LuaComponent,Message_PressurePlateChange>: IMessageHandler<Message_PressurePlateChange>;
